sp|P55865|CAS1A_XENLA	SR
sp|P55867|CAS1B_XENLA	SR
sp|Q9MZV7|CASP1_CANLF	SR
sp|O02002|CASP1_DROME	TR
sp|Q9MZV6|CASP1_FELCA	SR
sp|Q9TV13|CASP1_HORSE	SR
sp|P29466|CASP1_HUMAN	SR
sp|P29452|CASP1_MOUSE	SR
sp|Q9N2I1|CASP1_PIG	SR
sp|P43527|CASP1_RAT	SR
sp|P89116|CASP1_SPOFR	TR
sp|Q98943|CASP2_CHICK	CR
sp|P42575|CASP2_HUMAN	CR
sp|P29594|CASP2_MOUSE	CR
sp|P55215|CASP2_RAT	CR
sp|Q08DY9|CASP3_BOVIN	TR
sp|Q8MKI5|CASP3_CANLF	TR
sp|Q8MJU1|CASP3_FELCA	TR
sp|P42574|CASP3_HUMAN	TR
sp|Q2PFV2|CASP3_MACFA	TR
sp|Q60431|CASP3_MESAU	TR
sp|P70677|CASP3_MOUSE	TR
sp|Q5IS54|CASP3_PANTR	TR
sp|Q95ND5|CASP3_PIG	TR
sp|Q8MJC3|CASP3_RABIT	TR
sp|P55213|CASP3_RAT	TR
sp|Q5IS99|CASP3_SAIBB	TR
sp|P55866|CASP3_XENLA	TR
sp|Q5E9C1|CASP4_BOVIN	SR
sp|P49662|CASP4_HUMAN	SR
sp|P70343|CASP4_MOUSE	TR
sp|P51878|CASP5_HUMAN	SR
sp|Q3T0P5|CASP6_BOVIN	VR
sp|P55212|CASP6_HUMAN	VR
sp|O08738|CASP6_MOUSE	VR
sp|O35397|CASP6_RAT	VR
sp|P55210|CASP7_HUMAN	TR
sp|P55214|CASP7_MESAU	TR
sp|P97864|CASP7_MOUSE	TR
sp|Q8IRY7|CASP8_DROME	TR
sp|Q29IM7|CASP8_DROPS	TR
sp|Q14790|CASP8_HUMAN	TR
sp|O89110|CASP8_MOUSE	TR
sp|Q9JHX4|CASP8_RAT	TR
sp|P55211|CASP9_HUMAN	TR
sp|Q8C3Q9|CASP9_MOUSE	TR
sp|Q9I9L7|CASPA_DANRE	CR
sp|Q92851|CASPA_HUMAN	TR
sp|Q504J1|CASPB_DANRE	TR
sp|Q075B4|CASPC_CANLF	SR
sp|Q6UXS9|CASPC_HUMAN	SR
sp|Q153Z0|CASPC_MACMU	SR
sp|O08736|CASPC_MOUSE	SK
sp|Q920D5|CASPC_RAT	SK
sp|O75601|CASPD_BOVIN	SR
sp|P31944|CASPE_HUMAN	TR
sp|O89094|CASPE_MOUSE	TR
sp|P42573|CED3_CAEEL	TR
sp|P45436|CED3_CAERE	TR
sp|G5EBM1|CSP1_CAEEL	TR
sp|Q9TZP5|CSP2_CAEEL	TR
sp|O01382|DRICE_DROME	TR
sp|Q9XYF4|DRONC_DROME	NR
sp|A1CQZ0|MCA1A_ASPCL	SD
sp|B0XPP3|MCA1A_ASPFC	SD
sp|Q4WJA1|MCA1A_ASPFU	SD
sp|A2RB75|MCA1A_ASPNC	SD
sp|Q2UN81|MCA1A_ASPOR	SD
sp|Q0CTN3|MCA1A_ASPTN	SD
sp|A1D3V4|MCA1A_NEOFI	SD
sp|Q7S232|MCA1A_NEUCR	SD
sp|A1CL82|MCA1B_ASPCL	SD
sp|B0Y081|MCA1B_ASPFC	SD
sp|Q4WYT0|MCA1B_ASPFU	SD
sp|A2QU58|MCA1B_ASPNC	SD
sp|Q2UCB7|MCA1B_ASPOR	SD
sp|Q0CQL9|MCA1B_ASPTN	SD
sp|A1D611|MCA1B_NEOFI	SD
sp|Q7S4N5|MCA1B_NEUCR	SD
sp|A6R7B8|MCA1_AJECN	SD
sp|Q75B43|MCA1_ASHGO	SD
sp|A6SDT7|MCA1_BOTFB	SD
sp|Q5ANA8|MCA1_CANAL	CD
sp|Q6FPX9|MCA1_CANGA	SD
sp|Q1E0A3|MCA1_COCIM	SD
sp|P0CM59|MCA1_CRYNB	CD
sp|P0CM58|MCA1_CRYNJ	CD
sp|Q6BH13|MCA1_DEBHA	CD
sp|Q8J140|MCA1_EMENI	SD
sp|Q6CLS0|MCA1_KLULA	SD
sp|A5DZS4|MCA1_LODEL	CD
sp|A4QTY2|MCA1_MAGO7	SD
sp|A5D9W7|MCA1_PICGU	CD
sp|A3LSY7|MCA1_PICST	CD
sp|O74477|MCA1_SCHPO	CD
sp|A7F075|MCA1_SCLS1	SD
sp|Q4PEQ5|MCA1_USTMA	CD
sp|Q6C2Y6|MCA1_YARLI	CD
sp|A6ZP43|MCA1_YEAS7	SD
sp|Q08601|MCA1_YEAST	SD
sp|Q7XJE5|MCA2_ARATH	CD
sp|Q9FMG1|MCA3_ARATH	CY
